AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
3 Storksbill Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,270.0,N/A,,2022-05-11T00:00:00,2022-10-07,VACANT LAND,,440000.0
4 Kennedy Avenue,Jerrabomberra,2619,HOUSE,,,3,2,2,808.0,Blewitt Properties,2022-07-20T00:00:00,2022-08-31T00:00:00,2022-10-07,RESIDENCE,,960000.0
140 Oxalis Crescent,Tralee,2620,LAND,,0,0,0,0,270.0,Carter and Co Agents,2022-02-01T00:00:00,2022-05-11T00:00:00,2022-10-07,VACANT LAND,,440000.0
142 Oxalis Crescent,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,270.0,N/A,,2022-05-11T00:00:00,2022-10-07,VACANT LAND,,440000.0
31/20 Trinculo Place,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-26T00:00:00,2022-10-07,RESIDENCE,,290000.0
1A Wilgabar Way,Karabar,2620,HOUSE,,,4,2,3,,Blewitt Properties,2022-09-01T00:00:00,2022-10-07T00:00:00,,,,1080000.0
8C/17 Uriarra Road,Queanbeyan,2620,UNIT,0,,2,2,1,,Ray White Queanbeyan/Jerrabomberra,2022-06-16T00:00:00,2022-10-07T00:00:00,,,,380000.0
23/4 Ross Road,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,124.0,N/A,,2022-09-07T00:00:00,2022-10-07,RESIDENCE,,505000.0
28/86 Derrima Road,Queanbeyan,2620,APARTMENT,63,,2,1,1,76.0,RE/MAX Capital,2022-08-12T00:00:00,2022-10-06T00:00:00,,,,340000.0
1/10 Nimmitabel Street,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-09-06T00:00:00,2022-10-06,RESIDENCE,,473000.0
9/9 Macquoid Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,2022-10-06,,,0.0
15 Mason Street,Googong,2620,HOUSE,212,,4,2,2,337.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-07-28T00:00:00,2022-09-02T00:00:00,2022-10-05,RESIDENCE,,930000.0
26 Agnes Avenue,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,696.0,N/A,,2022-08-15T00:00:00,2022-10-05,RESIDENCE,,759000.0
19 Carolyn Jackson Drive,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,1002.0,N/A,,,2022-10-05,,,0.0
8/83-85 Tharwa Road,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-24T00:00:00,2022-10-05,RESIDENCE,,620000.0
5 Insley Street,Googong,2620,HOUSE,162,,3,2,2,344.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-09T00:00:00,2022-09-09T00:00:00,2022-10-05,RESIDENCE,,875000.0
42 Beltana Avenue,Googong,2620,HOUSE,314,,5,3,2,645.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-05-04T00:00:00,2022-09-02T00:00:00,2022-10-05,RESIDENCE,,1450000.0
7 Constance Road,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,1099.0,N/A,,,2022-10-05,RESIDENCE,,0.0
123 Ross Road,Crestwood,2620,HOUSE,,,6,2,2,696.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-07-27T00:00:00,2022-08-20T00:00:00,2022-10-04,RESIDENCE,,923000.0
19 Gabriel Avenue,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,800.0,N/A,,2022-07-20T00:00:00,2022-10-04,RESIDENCE,,955000.0
15/126 Henderson Road,Queanbeyan,2620,UNIT,,0,2,1,1,,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-09-06T00:00:00,2022-10-04T00:00:00,,,,310000.0
61 Brudenell Drive,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,911.0,N/A,,,2022-10-03,,,0.0
4/59 Molonglo Street,Queanbeyan East,2620,APARTMENT,,,2,1,1,,Distinct,2022-09-09T00:00:00,2022-09-30T00:00:00,,,,485000.0
29 Paterson Parade,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,1682.0,N/A,,2022-09-09T00:00:00,2022-09-30,COMMERCIAL,,2020000.0
10/16 Telopea Place,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-19T00:00:00,2022-09-30,RESIDENCE,,715513.0
108 Weatherstone Circuit,Googong,2620,HOUSE,0,,4,3,2,472.0,Upside - National,2022-08-10T00:00:00,2022-09-30T00:00:00,,,,1060000.0
18/10 Macquoid Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-31T00:00:00,2022-09-30,RESIDENCE,,200000.0
60 Barracks Flat Drive,Karabar,2620,HOUSE,,,3,1,7,706.0,Impact Properties,2022-08-24T00:00:00,2022-09-08T00:00:00,2022-09-30,RESIDENCE,,750000.0
8 Mates Drive,Royalla,2620,N/A,N/A,N/A,N/A,N/A,N/A,119700.0,N/A,,2022-08-02T00:00:00,2022-09-30,RESIDENCE,,2100000.0
13 Agnes Avenue,Crestwood,2620,HOUSE,,,3,2,2,696.0,Belle Property Queanbeyan,2022-06-30T00:00:00,2022-09-01T00:00:00,2022-09-30,RESIDENCE,,845000.0
18/10 Arthur Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-06-02T00:00:00,2022-09-30,RESIDENCE,,105000.0
14/18-20 Booth Street,Queanbeyan East,2620,UNIT,79,,2,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-07-04T00:00:00,2022-09-29T00:00:00,,,,335000.0
46 Captain Robertson Drive,Burra,2620,RURAL,0,,4,2,0,33800.0,PRDnationwide Bungendore,2022-06-20T00:00:00,2022-08-18T00:00:00,2022-09-29,RESIDENCE,,1150000.0
102 Morton Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,860.0,N/A,,,2022-09-29,,,0.0
7 Macadamia Close,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,500.0,N/A,,,2022-09-27,,,0.0
13/104 Henderson Road,Queanbeyan,2620,TOWNHOUSE,77,,2,1,1,,Belle Property Queanbeyan,2022-08-10T00:00:00,2022-09-27T00:00:00,,,,317000.0
39/67 Mary Street,Googong,2620,TOWNHOUSE,0,,2,1,1,,Archer Canberra,2022-07-28T00:00:00,2022-09-27T00:00:00,,,,585000.0
68 Agnes Avenue,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,696.0,N/A,,,2022-09-22,,,0.0
4/67 Macquoid Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,2022-09-21,RESIDENCE,,0.0
21 Ernest Street,Crestwood,2620,HOUSE,,,3,1,2,664.0,IQ Real Estate,2022-08-01T00:00:00,2022-09-16T00:00:00,,,,765000.0
7 Breden Place,Crestwood,2620,HOUSE,0,,3,1,0,879.0,Ray White Queanbeyan/Jerrabomberra,2022-05-12T00:00:00,2022-08-16T00:00:00,2022-09-15,RESIDENCE,,750000.0
9 Considine Close,Greenleigh,2620,HOUSE,,,5,3,5,5618.0,Belle Property Queanbeyan,2022-05-27T00:00:00,2022-08-04T00:00:00,2022-09-15,RESIDENCE,,1550000.0
1/3 Charles Street,Queanbeyan,2620,UNIT,32,,1,1,1,,Ray White Queanbeyan/Jerrabomberra,2022-06-20T00:00:00,2022-07-28T00:00:00,2022-09-15,RESIDENCE,,210000.0
112 Munro Road,Crestwood,2620,HOUSE,,,4,2,1,656.0,Heading Home Properties,2022-06-13T00:00:00,2022-07-26T00:00:00,2022-09-14,RESIDENCE,,1020000.0
126A Barracks Flat Drive,Karabar,2620,HOUSE,260,,4,3,2,,Boris Property,2022-07-21T00:00:00,2022-09-14T00:00:00,,,,880000.0
1/25 Uriarra Road,Queanbeyan,2620,UNIT,161,,3,2,1,225.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-07-28T00:00:00,2022-08-26T00:00:00,2022-09-14,RESIDENCE,,695000.0
6 Wangara Crescent,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,663.0,N/A,,2022-08-03T00:00:00,2022-09-14,RESIDENCE,,780000.0
4/11 Barracks Flat Drive,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-08T00:00:00,2022-09-13,RESIDENCE,,565000.0
19 O'Hanlon Road,Queanbeyan,2620,HOUSE,,,6,2,4,1410.0,VERV Property,2022-05-26T00:00:00,2022-07-06T00:00:00,2022-09-13,RESIDENCE,,1350000.0
9/5 Young Street,Crestwood,2620,UNIT,,,2,1,1,,Fuse Property,2022-07-28T00:00:00,2022-08-16T00:00:00,2022-09-13,RESIDENCE,,310000.0
68 Cavanagh Close,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,96700.0,N/A,,,2022-09-13,RESIDENCE,,0.0
23 Glennie Place,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,707.0,N/A,,2022-07-27T00:00:00,2022-09-13,RESIDENCE,,800000.0
18 MacDiarmid Road,Burra,2620,N/A,N/A,N/A,N/A,N/A,N/A,107800.0,N/A,,,2022-09-13,,,0.0
19 Farrier Road,Royalla,2620,HOUSE,,,4,3,4,49720.0,Rapport Property,2022-04-07T00:00:00,2022-05-14T00:00:00,2022-09-12,RESIDENCE,,2100000.0
3/83 Derrima Road,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-11T00:00:00,2022-09-12,RESIDENCE,,340800.0
3 Heather Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,684.0,N/A,,2022-08-05T00:00:00,2022-09-12,RESIDENCE,,273750.0
6 Rockley Parade,Googong,2620,HOUSE,233,,4,2,2,480.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-05-05T00:00:00,2022-08-12T00:00:00,2022-09-12,RESIDENCE,,1040000.0
16 Margaret Street,Karabar,2620,HOUSE,,,3,1,1,563.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-07-22T00:00:00,2022-08-13T00:00:00,2022-09-12,RESIDENCE,,495000.0
14/12 King Street,Crestwood,2620,UNIT,,,2,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-06-21T00:00:00,2022-08-11T00:00:00,2022-09-12,RESIDENCE,,328000.0
37 Daisy Loop,Googong,2620,HOUSE,202,,3,2,2,397.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-01T00:00:00,2022-07-28T00:00:00,2022-09-12,RESIDENCE,,890000.0
37 Brereton Street,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,942.0,N/A,,,2022-09-10,,,0.0
29/6 High Street,Queanbeyan East,2620,APARTMENT,66,,1,1,1,94.0,Belle Property Queanbeyan,2022-03-21T00:00:00,2022-07-29T00:00:00,2022-09-09,RESIDENCE,,366000.0
12 Beard Street,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,651.0,N/A,,2022-06-01T00:00:00,2022-09-09,RESIDENCE,,930000.0
11/83 Derrima Road,Crestwood,2620,UNIT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-07-21T00:00:00,2022-08-10T00:00:00,2022-09-09,RESIDENCE,,360000.0
73 Royalla Drive,Royalla,2620,HOUSE,290,,5,2,12,33290.0,Rapport Property,2022-05-05T00:00:00,2022-08-09T00:00:00,2022-09-09,RESIDENCE,,2100000.0
11/2 Booth Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-17T00:00:00,2022-09-07,RESIDENCE,,350000.0
68 Cooma Street,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,607.0,N/A,,2022-07-27T00:00:00,2022-09-07,RESIDENCE,,700000.0
3/4 Redwood Avenue,Jerrabomberra,2619,TOWNHOUSE,104,,3,1,2,343.0,Belle Property Queanbeyan,2022-08-02T00:00:00,2022-09-07T00:00:00,,,,750000.0
2/21 Elm Way,Jerrabomberra,2619,TOWNHOUSE,,,2,1,2,,MARQ Property,2022-05-04T00:00:00,2022-08-08T00:00:00,2022-09-07,RESIDENCE,,590000.0
45/47 Mowatt Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,159.0,N/A,,2022-07-26T00:00:00,2022-09-06,RESIDENCE,,530000.0
27/5 Crest Road,Crestwood,2620,UNIT,,,2,1,1,,MARQ Property,2022-07-19T00:00:00,2022-08-09T00:00:00,2022-09-06,RESIDENCE,,312500.0
26 Caragh Avenue,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,553.0,N/A,,,2022-09-06,,,0.0
4 Spendelove Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,620.0,N/A,,,2022-09-06,,,0.0
4 Stromlo Place,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,968.0,N/A,,2022-07-08T00:00:00,2022-09-06,RESIDENCE,,1300000.0
4 Stromlo Place,Jerrabomberra,2619,HOUSE,,,4,2,2,,Mates Rates Real Estate Australia,2022-06-08T00:00:00,2022-09-06T00:00:00,,,,1300000.0
29 McGowan Crescent,Googong,2620,HOUSE,271,,4,2,2,501.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-01T00:00:00,2022-07-25T00:00:00,2022-09-05,RESIDENCE,,1200000.0
19A Alfred Place,Karabar,2620,LAND,,,0,0,0,726.0,Maloney's the Estate Agent,2022-06-09T00:00:00,2022-09-05T00:00:00,,,,470000.0
19 Hawke Street,Googong,2620,HOUSE,188,,4,2,2,588.0,Belle Property Queanbeyan,2022-06-07T00:00:00,2022-08-15T00:00:00,2022-09-05,RESIDENCE,,1100000.0
15 McPherson Street,Googong,2620,HOUSE,231,,4,2,2,480.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-05-26T00:00:00,2022-08-05T00:00:00,2022-09-02,RESIDENCE,,980000.0
267 Bicentennial Drive,Jerrabomberra,2619,HOUSE,291,,5,2,3,805.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-08-15T00:00:00,2022-09-02T00:00:00,,,,1500000.0
11 Cascade Street,Crestwood,2620,HOUSE,,,4,1,1,607.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-06-29T00:00:00,2022-08-08T00:00:00,2022-09-02,RESIDENCE,,812500.0
1555 Burra Road,Burra,2620,N/A,N/A,N/A,N/A,N/A,N/A,161900.0,N/A,,2022-08-03T00:00:00,2022-09-02,RESIDENCE,,1415000.0
8 Keyte Street,Googong,2620,HOUSE,210,,4,2,2,400.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-23T00:00:00,2022-09-02T00:00:00,,,,875000.0
18 Tooroonga Crescent,Jerrabomberra,2619,HOUSE,,,3,2,2,501.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-07-04T00:00:00,2022-08-15T00:00:00,2022-09-02,RESIDENCE,,850000.0
40 Tennyson Drive,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,653.0,N/A,,2022-08-01T00:00:00,2022-09-02,RESIDENCE,,1125000.0
1/12 Lazarus Crescent,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-07-15T00:00:00,2022-09-02,RESIDENCE,,60000.0
17 Rosewood Glen,Jerrabomberra,2619,HOUSE,155,,4,2,2,496.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-04-07T00:00:00,2022-07-19T00:00:00,2022-09-02,RESIDENCE,,970000.0
5/36 Cameron Road,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,154.0,N/A,,2022-07-21T00:00:00,2022-09-01,RESIDENCE,,595000.0
24 Newcombe Street,Googong,2620,HOUSE,198,0,4,2,2,480.0,Jonny Warren Properties,2022-06-30T00:00:00,2022-08-08T00:00:00,2022-09-01,RESIDENCE,,1100000.0
163 Donald Road,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,666.0,N/A,,,2022-09-01,,,0.0
14 Naylor Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,634.0,N/A,,,2022-08-31,,,0.0
110 Uriarra Road,Crestwood,2620,HOUSE,,,2,1,1,841.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-06-24T00:00:00,2022-07-15T00:00:00,2022-08-31,RESIDENCE,,630000.0
29 Fergus Road,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,588.0,N/A,,,2022-08-31,,,0.0
177 Bicentennial Drive,Jerrabomberra,2619,HOUSE,318,,5,3,2,783.0,MRKT Property,2022-06-16T00:00:00,2022-07-22T00:00:00,2022-08-31,RESIDENCE,,1250000.0
18 Morrison Place,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,769.0,N/A,,,2022-08-31,,,0.0
271 Bicentennial Drive,Jerrabomberra,2619,HOUSE,257,,5,2,2,832.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-06-02T00:00:00,2022-07-08T00:00:00,2022-08-30,RESIDENCE,,1500000.0
29 Underhill Street,Googong,2620,HOUSE,196,,3,2,2,405.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-16T00:00:00,2022-07-20T00:00:00,2022-08-30,RESIDENCE,,915000.0
15/10 Arthur Street,Crestwood,2620,APARTMENT,0,,1,1,0,,Ray White Queanbeyan/Jerrabomberra,2022-08-11T00:00:00,2022-08-30T00:00:00,,,,240000.0
17 Bayside Court,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,521.0,N/A,,,2022-08-30,,,0.0
76 Rosewood Glen,Jerrabomberra,2619,HOUSE,,,4,2,2,462.0,Luton Properties Manuka,2022-05-26T00:00:00,2022-07-13T00:00:00,2022-08-30,RESIDENCE,,950000.0
34/15 Mowatt Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-01T00:00:00,2022-08-30,RESIDENCE,,245000.0
5 Henshaw Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,618.0,N/A,,,2022-08-30,,,0.0
2/30 Trinculo Place,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-07-26T00:00:00,2022-08-30,RESIDENCE,,362500.0
2 Eecen Road,Karabar,2620,HOUSE,0,,6,3,2,1094.0,Ray White Queanbeyan/Jerrabomberra,2022-04-12T00:00:00,2022-05-03T00:00:00,2022-08-29,RESIDENCE,,970000.0
31 Lonergan Drive,Greenleigh,2620,HOUSE,0,,5,2,2,4803.0,Ray White Queanbeyan/Jerrabomberra,2022-06-23T00:00:00,2022-07-13T00:00:00,2022-08-29,RESIDENCE,,1720000.0
3/20 Stornaway Road,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,148.0,N/A,,,2022-08-29,,,0.0
2/92 Collett Street,Queanbeyan,2620,TOWNHOUSE,85,,3,1,2,,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-04-27T00:00:00,2022-07-18T00:00:00,2022-08-29,RESIDENCE,,625000.0
12 Duncan Loop,Googong,2620,HOUSE,264,,4,2,2,505.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-04-27T00:00:00,2022-08-15T00:00:00,2022-08-29,RESIDENCE,,1147600.0
12 Pickering Street,Googong,2620,HOUSE,215,,4,2,2,487.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-05-21T00:00:00,2022-07-28T00:00:00,2022-08-29,RESIDENCE,,935000.0
7245 Monaro Highway,Williamsdale,2620,N/A,N/A,N/A,N/A,N/A,N/A,1251000.0,N/A,,2022-06-06T00:00:00,2022-08-29,RESIDENCE,,4297000.0
5/16 Telopea Place,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-27T10:00:00,,,,715000.0
05/40 Antill Street,Queanbeyan,2620,TOWNHOUSE,,,2,2,2,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-06-29T00:00:00,2022-08-26T00:00:00,,,,649000.0
10/83 Derrima Road,Crestwood,2620,APARTMENT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-06-20T00:00:00,2022-07-15T00:00:00,2022-08-26,RESIDENCE,,360000.0
18/102 Henderson Road,Crestwood,2620,APARTMENT,57,,2,1,1,1772.0,Raine & Horne,2022-07-07T00:00:00,2022-07-27T00:00:00,2022-08-26,RESIDENCE,,349000.0
76 Lowe Street,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,1729.0,N/A,,,2022-08-26,,,0.0
11 Christie Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,594.0,N/A,,2022-08-23T00:00:00,2022-08-26,RESIDENCE,,640000.0
6/20 Trinculo Place,Queanbeyan East,2620,UNIT,57,,1,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-07-04T00:00:00,2022-07-27T00:00:00,2022-08-26,RESIDENCE,,266000.0
17/67 Mary Street,Googong,2620,TOWNHOUSE,0,,3,2,2,,Archer Canberra,2022-07-28T00:00:00,2022-08-25T00:00:00,,,,687000.0
21 Magnolia Close,Jerrabomberra,2619,HOUSE,297,,5,2,2,715.0,Blackshaw Manuka,2022-06-02T00:00:00,2022-07-26T00:00:00,2022-08-25,RESIDENCE,,1130000.0
2 Stuart Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,639.0,N/A,,,2022-08-25,RESIDENCE,,0.0
3/36 Ross Road,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-07-26T00:00:00,2022-08-25,RESIDENCE,,560000.0
1 Jasmine Gardens,Jerrabomberra,2619,HOUSE,,,4,3,2,1050.0,Blackshaw Queanbeyan & Jerrabomberra,2022-04-06T00:00:00,2022-04-30T00:00:00,2022-08-24,RESIDENCE,,1135000.0
22 Gilmore Place,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,1674.0,N/A,,2022-04-26T00:00:00,2022-08-24,RESIDENCE,,940000.0
17/2 Donald Road,Queanbeyan,2620,UNIT,37,,1,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-05-19T00:00:00,2022-07-22T00:00:00,2022-08-24,RESIDENCE,,216000.0
8/83-85 Tharwa Road,Queanbeyan,2620,TOWNHOUSE,,,2,2,1,,Belle Property Queanbeyan,2022-08-30T00:00:00,2022-08-24T00:00:00,,,,620000.0
202 Valley Drive,Royalla,2620,N/A,N/A,N/A,N/A,N/A,N/A,46090.0,N/A,,2022-07-29T00:00:00,2022-08-24,VACANT LAND,,1045000.0
6/69 Gilmore Road,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,208.0,N/A,,2022-07-12T00:00:00,2022-08-23,RESIDENCE,,660000.0
104 Wickerslack Lane,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,11290.0,N/A,,2022-07-13T00:00:00,2022-08-22,RESIDENCE,,1.0
20A Bayside Court,Jerrabomberra,2619,DUPLEX,,,3,2,2,,Solely Properties,2022-07-27T00:00:00,2022-08-22T00:00:00,,,,925000.0
7/74 Crest Park Parade,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-05-23T00:00:00,2022-08-22,RESIDENCE,,835000.0
56 Erskine Loop,Googong,2620,HOUSE,,,4,2,2,480.0,Belle Property Queanbeyan,2022-05-18T00:00:00,2022-06-21T00:00:00,2022-08-22,RESIDENCE,,1020000.0
58 Paterson Parade,Queanbeyan West,2620,INDUSTRIAL,340,,0,0,0,740.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-05-11T00:00:00,2022-06-14T00:00:00,2022-08-22,COMMERCIAL,,1265000.0
36 Bayside Court,Jerrabomberra,2619,HOUSE,125,,3,2,2,487.0,Blackshaw Queanbeyan & Jerrabomberra,2022-05-11T00:00:00,2022-07-14T00:00:00,2022-08-19,RESIDENCE,,870000.0
4/103 Bicentennial Drive,Jerrabomberra,2619,HOUSE,,,2,1,2,276.0,Sandy Funston Real Estate,2022-05-23T00:00:00,2022-07-21T00:00:00,2022-08-19,RESIDENCE,,595000.0
8 Bramwell Bend,Googong,2620,HOUSE,219,,3,2,2,401.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-02T00:00:00,2022-07-08T00:00:00,2022-08-19,RESIDENCE,,930000.0
7 O'Hanlon Road,Queanbeyan,2620,HOUSE,0,,4,3,1,604.0,LJ Hooker Tuggeranong,2022-03-23T00:00:00,2022-07-20T00:00:00,2022-08-19,RESIDENCE,,900000.0
2/116 Tharwa Road,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-06-08T00:00:00,2022-08-19,RESIDENCE,,880000.0
28 Monaro Street,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,119.0,N/A,,2022-08-19T00:00:00,2022-08-19,RESIDENCE,,1.0
39 Ullamulla Crescent,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,1019.0,N/A,,,2022-08-19,,,0.0
2/6 Delmar Crescent,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-07-22T00:00:00,2022-08-19,RESIDENCE,,750001.0
12/25 Macquoid Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-08-08T00:00:00,2022-08-19,RESIDENCE,,282500.0
18/12 Morisset Street,Queanbeyan,2620,HOUSE,,,2,1,1,0.0,Brady's Real Estate ,2022-05-13T00:00:00,2022-06-02T00:00:00,2022-08-19,RESIDENCE,,300000.0
22 Taylor Place,Greenleigh,2620,N/A,N/A,N/A,N/A,N/A,N/A,4281.0,N/A,,,2022-08-18,,,0.0
22 Frederick Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,879.0,N/A,,2022-08-10T00:00:00,2022-08-18,RESIDENCE,,830000.0
1/9 Bungendore Road,Queanbeyan East,2620,TOWNHOUSE,,,2,2,1,116.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-06-01T00:00:00,2022-07-08T00:00:00,2022-08-18,RESIDENCE,,590000.0
14 Bluestone Gardens,Jerrabomberra,2619,HOUSE,,,3,1,2,537.0,Ward Estate Agents,2022-06-16T00:00:00,2022-07-07T00:00:00,2022-08-18,RESIDENCE,,875000.0
1/10 Booth Street,Queanbeyan East,2620,TOWNHOUSE,0,,2,1,1,,Ray White Queanbeyan/Jerrabomberra,2022-07-27T00:00:00,2022-08-18T00:00:00,,,,525000.0
7 Sunnybar Parade,Karabar,2620,HOUSE,,,3,1,2,645.0,Paul & Robyn Sutton Properties,2022-05-11T00:00:00,2022-06-22T00:00:00,2022-08-18,RESIDENCE,,720000.0
13 Gardiner Street,Googong,2620,HOUSE,292,,4,2,2,625.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-06-09T00:00:00,2022-07-19T00:00:00,2022-08-18,RESIDENCE,,1320000.0
16 Plummer Street,Googong,2620,HOUSE,,,2,1,2,220.0,Belle Property Queanbeyan,2022-04-21T00:00:00,2022-07-19T00:00:00,2022-08-18,RESIDENCE,,657500.0
21 Hawke Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,721.0,N/A,,2022-07-19T00:00:00,2022-08-18,VACANT LAND,,665000.0
